SDG_id,SDG_keywords,match_tpye
SDG16_8,^(?=.*(?:\bno \b|\bnot\b|\none\b))(?=.*(?:casting vot\S*)).+,indirect
SDG16_8,"(((?:\beach\b)\s(?:\w+\s){0,6}(?=(?:one vote)))|((?:one vote)\s(?:\w+\s){0,6}(?=(?:\beach\b))))",indirect
SDG16_9,^(?=.*(?:legal))(?=.*(?:identity)).+,indirect
SDG16_9,^(?=.*(?:birth))(?=.*(?:regist\S*|certifi\S*)).+,indirect
SDG16_a,^(?=.*(?:\bnation\S*|countr\S*|\bstate.?\b|domestic|international))(?=.*(?:institution\S*|cooperat\S*|collaborat\S*|joint effort\S*|partnership\S*))(?=.*(?:violen\S*|terroris\S*|\bcrime|criminal|genocid\S*|murder\S*|human traffick\S*|refugee\S*|extremis\S*|insurgen\S*|\bwar\b|\bwars\b|warfare\S*))(?=.*(?:\bagainst\b|\bAnti.?\b|\bcombat\S*|alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)).+,indirect
SDG16_a,^(?=.*(?:\bnation\S*|countr\S*|\bstate.?\b|domestic|international))(?=.*(?:institution\S*|cooperat\S*|collaborat\S*|joint effort\S*|partnership\S*))(?=.*(?:\barm\S*|\bgun\S*|weapon\S*))(?=.*(?:conflict\S*))(?=.*(?:\bagainst\b|\bAnti.?\b|\bcombat\S*|alleviat\S*|\babate\S*|abridge\S*|\bavert\S*|abolish\S*|eradicat\S*|eliminat\S*|\beras\S*|\bease\S*|\bend.?\b|\bended\b|rid of|phase out|\bwipe out|\breduc\S*|\bcut.?\b|\bcurb\S*|curtail\S*|declin\S*|decreas\S*|diminish\S*|diminution\S*|\bdrop\S*|dwindl\S*|\bfade\b|fall off|go down|goes down|went down|tone down|die down|cut down|\bhalt\S*|hinder\S*|\bhamper\S*|impede\S*|\binhibit.?\b|\binhibited\b|\binhibiting|lessen\S*|mitigat\S*|slash\S*|shrink\S*|\bstop\S*|slump\S*|\btrim\S*|weaken\S*|\bno\b|\bzero|prevent\S*|prohibit\S*|minimis\S*|minimiz\S*)).+,indirect
SDG16_a,^(?=.*(?:\bnation\S*|countr\S*|\bstate.?\b|domestic))(?=.*(?:independen\S*))(?=.*(?:institution\S*|human right\S*|civil right\S*|democracy|treaty|\bcivil))(?=.*(?:accelerat\S*|ascend\S*|\badvanc\S*|augment\S*|\bamplif\S*|magnif\S*|burgeon\S*|\bclimb\S*|better|boost\S*|\bboom\S*|\bdouble\S*|escalat\S*|expansion\S*|\bexpand\S*|\benlarge\S*|\bgrow\S*|\bhike|\bhiking|heighten\S*|improv\S*|increas\S*|foster\S*|\bfortif\S*|facilitat\S*|increment\S*|jump\S*|\blift\S*|\brais\S*|\brise.?\b|rising|\brose\S*|risen|\brocket\S*|skyrocket\S*|\bsurg\S*|\bsoar\S*|promot\S*|proliferat\S*|strengthen\S*|enhanc\S*|aggrandiz\S*|reinforc\S*|upsurg\S*|upward\S*)).+,indirect
SDG16_a,"^(?=.*(?:accelerat\S*|ascend\S*|\badvanc\S*|augment\S*|\bamplif\S*|magnif\S*|burgeon\S*|\bclimb\S*|better|boost\S*|\bboom\S*|\bdouble\S*|escalat\S*|expansion\S*|\bexpand\S*|\benlarge\S*|\bgrow\S*|\bhike|\bhiking|heighten\S*|improv\S*|increas\S*|foster\S*|\bfortif\S*|facilitat\S*|increment\S*|jump\S*|\blift\S*|\brais\S*|\brise.?\b|rising|\brose\S*|risen|\brocket\S*|skyrocket\S*|\bsurg\S*|\bsoar\S*|promot\S*|proliferat\S*|strengthen\S*|enhanc\S*|aggrandiz\S*|reinforc\S*|upsurg\S*|upward\S*)).+(((?:\bpeace)\s(?:\w+\s){0,3}(?=(?:\bkeep\S*)))|((?:\bkeep\S*)\s(?:\w+\s){0,3}(?=(?:\bpeace))))",indirect
SDG16_a,Paris Principle\S*|Geneva Convention,indirect
SDG16_b,^(?=.*(?:\blaw\S*|legislat\S*|\bpolicy|\bpolicies|human right\S*|protect\S*|safeguard\S*))(?=.*(?:discrimin\S*|harass\S*)).+,indirect
SDG16_general,ethnic conflict\S*|exonerat\S*|justice system\S*|^(?=.*(?:environment\S*))(?=.*(?:\blaw\S*|govern\S*|\benact\S*|legistlat\S*)).+,indirect
SDG16_general,\bLGBT\S*|\blesbian|\bgay\b|bisexual|transgender|\bQueer\b|Questioning|Intersex|\bAllies\b|\bAsexual\b|Pansexual|\bDEI\b|\bDEIJ\b|Social Justice|inclusive societ\S*|diversity and inclusion,indirect
SDG16_general,"(((?:\bDiversity|Inclusion)\s(?:\w+\s){0,3}(?=(?:\bEquity)))|((?:\bEquity)\s(?:\w+\s){0,3}(?=(?:\bDiversity|Inclusion))))",indirect
SDG16_general,"(((?:\bdata|\binformation|\bcyber\b|\bcloud\b|\bInternet\b|\bnetwork\b|\bmobile\b)\s(?:\w+\s){0,4}(?=(?:privacy|security|protection|sensitive|confidential\S*|\battack\S*|\bhack\S*|\bcrime|\bterroris\S*|warfare\S*)))|((?:privacy|security|protection|sensitive|confidential\S*|\battack\S*|\bhack\S*|\bcrime|\bterroris\S*|warfare\S*)\s(?:\w+\s){0,4}(?=(?:\bdata|\binformation|\bcyber\b|\bcloud\b|\bInternet\b|\bnetwork\b|\bmobile\b))))",indirect
SDG16_general,unauthorized access|\bGDPR\b|Privacy Protection|Privacy Act|\bCOPPA\b|\bHIPPA\b|\bECPA\b|\bInfoSec|Cybercrime|Cyber.?sex\S*|Computer fraud|Cybergeddon|Cyberterrorism|Cyber.?warfare|Data breach|IT risk.?|cybersecurity|Identity theft,indirect
SDG17_1,^(?=.*(?:domestic resource\S*|domestic capacity|domestic budget\S*))(?=.*(?:revenue\S*|budget\S*|\btax|expenditure\S*))(?!.*governmental charge),indirect
SDG17_1,^(?=.*(?:government revenue\S*))(?=.*(?:\bGDP\b)).+,indirect
SDG17_10,^(?=.*(?:\btrade\b|\btrading|\bWTO\b))(?=.*(?:universal|rules.?based|\bopen\b|non.?discrimin\S*|equitab\S*|equal\S*|multilateral))(?!.*equity methodS*)(?!.*equity instrumentS*)(?!.*liabilities and equity)(?!.*trading income)(?!.*open group)(?!.*Private Limited),indirect
SDG17_10,Doha Development Agenda|^(?=.*(?:tariff\S*))(?=.*(?:average)).+,indirect
SDG17_11,^(?=.*(?:accelerat\S*|ascend\S*|\badvanc\S*|augment\S*|\bamplif\S*|magnif\S*|burgeon\S*|\bclimb\S*|better|boost\S*|\bboom\S*|\bdouble\S*|escalat\S*|expansion\S*|\bexpand\S*|\benlarge\S*|\bgrow\S*|\bhike|\bhiking|heighten\S*|improv\S*|increas\S*|foster\S*|\bfortif\S*|facilitat\S*|increment\S*|jump\S*|\blift\S*|\brais\S*|\brise.?\b|rising|\brose\S*|risen|\brocket\S*|skyrocket\S*|\bsurg\S*|\bsoar\S*|promot\S*|proliferat\S*|strengthen\S*|enhanc\S*|aggrandiz\S*|reinforc\S*|upsurg\S*|upward\S*))(?=.*(?:export\S*))(?=.*(?:((Aruba|Afghanistan|Angola|Anguilla|Albania|United Arab Emirates|Argentina|Armenia|American Samoa|French Southern Territories|Antigua and Barbuda|Azerbaijan|Burundi|Benin|Burkina Faso|Bangladesh|Bahrain|Bahamas|Bosnia and Herzegovina|Belarus|Belize|Bolivia|Brazil|Barbados|Brunei Darussalam|Bhutan|Botswana|Central African Republic|Chile|China|C.?te d.?Ivoire|Cameroon|Congo\b|Cook Islands|Colombia|Comoros|Cabo Verde|Costa Rica|\bCuba\b|Cura̤ao|Cayman Islands|Cyprus|Cyprus|Djibouti|Dominica|Dominican Republic|Algeria|Ecuador|Egypt|Eritrea|Western Sahara|Ethiopia|Fiji|Micronesia|Gabon|Georgia|Ghana|Guinea|Gambia|Guinea.?Bissau|Equatorial Guinea|Grenada|Guatemala|Guam|Guyana|Heard Island and McDonald Islands|Honduras|Haiti|Indonesia|\bIndia\b|\bIran\b|\bIraq\b|Jamaica|Jordan|Kazakhstan|Kenya|Kyrgyzstan|Cambodia|Kiribati|Saint Kitts and Nevis|Kuwait|\bLao.?\b|Lebanon|Liberia|Libya|Saint Lucia|Sri Lanka|Lesotho|Macao|Saint Martin|Morocco|Moldova|Madagascar|Maldives|Mexico|Marshall Islands|North Macedonia|\bMali\b|Myanmar|Montenegro|Mongolia|Northern Mariana Islands|Mozambique|Mauritania|Montserrat|Mauritius|Malawi|Malaysia|Namibia|New Caledonia|Niger|Norfolk Island|Nigeria|Nicaragua|Niue|Nepal|Nauru|Oman|Pakistan|Panama|Pitcairn|Peru|Philippines|Palau|Papua New Guinea|Puerto Rico|Paraguay|Palestine|French Polynesia|Qatar|Russia|Rwanda|Sudan|Senegal|Singapore|South Georgia and the South Sandwich Islands|Saint Helena|Solomon Islands|Sierra Leone|El Salvador|Somalia|Serbia|South Sudan|Sao Tome and Principe|Suriname|Eswatini|Sint Maarten|Seychelles|Syrian|Turks and Caicos Islands|Chad|Togo|Thailand|Tajikistan|Turkmenistan|Timor.?Leste|Tonga|Trinidad and Tobago|Tunisia|Turkey|Tanzania|Uganda|Ukraine|Uruguay|Uzbekistan|Saint Vincent and the Grenadines|Venezuela|Virgin Islands|Viet Nam|Vanuatu|Wallis and Futuna|Samoa|Yemen|South Africa|Zambia|Zimbabwe|Somaliland|Kosovo|Ashmore|Cartier|Siachen Glacier|North Korea|\bABW\b|\bAFG\b|\bAGO\b|\bAIA\b|\bALB\b|\bARG\b|\bARM\b|\bASM\b|\bATF\b|\bATG\b|\bAZE\b|\bBDI\b|\bBEN\b|\bBFA\b|\bBGD\b|\bBHR\b|\bBHS\b|\bBIH\b|\bBLR\b|\bBLZ\b|\bBOL\b|\bBRA\b|\bBRB\b|\bBRN\b|\bBTN\b|\bBWA\b|\bCAF\b|\bCHL\b|\bCHN\b|\bCIV\b|\bCMR\b|\bCOD\b|\bCOG\b|\bCOK\b|\bCOL\b|\bCOM\b|\bCPV\b|\bCRI\b|\bCUB\b|\bCUW\b|\bCYM\b|\bCYP\b|\bCYP\b|\bDJI\b|\bDMA\b|\bDOM\b|\bDZA\b|\bECU\b|\bEGY\b|\bERI\b|\bESH\b|\bETH\b|\bFJI\b|\bFSM\b|\bGAB\b|\bGEO\b|\bGHA\b|\bGIN\b|\bGMB\b|\bGNB\b|\bGNQ\b|\bGRD\b|\bGTM\b|\bGUM\b|\bGUY\b|\bHMD\b|\bHND\b|\bHTI\b|\bIDN\b|\bIND\b|\bIRN\b|\bIRQ\b|\bJAM\b|\bJOR\b|\bKAZ\b|\bKEN\b|\bKGZ\b|\bKHM\b|\bKIR\b|\bKNA\b|\bKOR\b|\bKWT\b|\bLAO\b|\bLBN\b|\bLBR\b|\bLBY\b|\bLCA\b|\bLKA\b|\bLSO\b|\bMAF\b|\bMDA\b|\bMDG\b|\bMDV\b|\bMEX\b|\bMHL\b|\bMKD\b|\bMLI\b|\bMMR\b|\bMNE\b|\bMNG\b|\bMNP\b|\bMOZ\b|\bMRT\b|\bMSR\b|\bMUS\b|\bMWI\b|\bMYS\b|\bNAM\b|\bNCL\b|\bNER\b|\bNFK\b|\bNGA\b|\bNIC\b|\bNIU\b|\bNPL\b|\bNRU\b|\bOMN\b|\bPAK\b|\bPAN\b|\bPCN\b|\bPHL\b|\bPLW\b|\bPNG\b|\bPRK\b|\bPRY\b|\bPSE\b|\bPYF\b|\bQAT\b|\bRUS\b|\bRWA\b|\bSDN\b|\bSEN\b|\bSGP\b|\bSGS\b|\bSHN\b|\bSLB\b|\bSLE\b|\bSLV\b|\bSOM\b|\bSRB\b|\bSSD\b|\bSTP\b|\bSUR\b|\bSWZ\b|\bSXM\b|\bSYC\b|\bSYR\b|\bTCA\b|\bTCD\b|\bTGO\b|\bTHA\b|\bTJK\b|\bTKM\b|\bTLS\b|\bTON\b|\bTTO\b|\bTUN\b|\bTUR\b|\bTZA\b|\bUGA\b|\bUKR\b|\bURY\b|\bUZB\b|\bVCT\b|\bVEN\b|\bVIR\b|\bVNM\b|\bVUT\b|\bWLF\b|\bWSM\b|\bYEM\b|\bZAF\b|\bZMB\b|\bZWE\b|global south|Third World|Pacific Alliance))|((?=.*(?:developing|least.?develop\S*|less.?develop\S*|underdevel\S*|\bpoor|low.?income|lower.?income|small island\S*|africa\S*|\bimpover\S*|\bpover\S*|\bemergent\S*))(?=.*(?:countr\S*|\bnation.?|\bstate.?\b))))).+,indirect
SDG17_12,^(?=.*(?:market access))(?=.*(?:((Aruba|Afghanistan|Angola|Anguilla|Albania|United Arab Emirates|Argentina|Armenia|American Samoa|French Southern Territories|Antigua and Barbuda|Azerbaijan|Burundi|Benin|Burkina Faso|Bangladesh|Bahrain|Bahamas|Bosnia and Herzegovina|Belarus|Belize|Bolivia|Brazil|Barbados|Brunei Darussalam|Bhutan|Botswana|Central African Republic|Chile|China|C.?te d.?Ivoire|Cameroon|Congo\b|Cook Islands|Colombia|Comoros|Cabo Verde|Costa Rica|\bCuba\b|Cura̤ao|Cayman Islands|Cyprus|Cyprus|Djibouti|Dominica|Dominican Republic|Algeria|Ecuador|Egypt|Eritrea|Western Sahara|Ethiopia|Fiji|Micronesia|Gabon|Georgia|Ghana|Guinea|Gambia|Guinea.?Bissau|Equatorial Guinea|Grenada|Guatemala|Guam|Guyana|Heard Island and McDonald Islands|Honduras|Haiti|Indonesia|\bIndia\b|\bIran\b|\bIraq\b|Jamaica|Jordan|Kazakhstan|Kenya|Kyrgyzstan|Cambodia|Kiribati|Saint Kitts and Nevis|Kuwait|\bLao.?\b|Lebanon|Liberia|Libya|Saint Lucia|Sri Lanka|Lesotho|Macao|Saint Martin|Morocco|Moldova|Madagascar|Maldives|Mexico|Marshall Islands|North Macedonia|\bMali\b|Myanmar|Montenegro|Mongolia|Northern Mariana Islands|Mozambique|Mauritania|Montserrat|Mauritius|Malawi|Malaysia|Namibia|New Caledonia|Niger|Norfolk Island|Nigeria|Nicaragua|Niue|Nepal|Nauru|Oman|Pakistan|Panama|Pitcairn|Peru|Philippines|Palau|Papua New Guinea|Puerto Rico|Paraguay|Palestine|French Polynesia|Qatar|Russia|Rwanda|Sudan|Senegal|Singapore|South Georgia and the South Sandwich Islands|Saint Helena|Solomon Islands|Sierra Leone|El Salvador|Somalia|Serbia|South Sudan|Sao Tome and Principe|Suriname|Eswatini|Sint Maarten|Seychelles|Syrian|Turks and Caicos Islands|Chad|Togo|Thailand|Tajikistan|Turkmenistan|Timor.?Leste|Tonga|Trinidad and Tobago|Tunisia|Turkey|Tanzania|Uganda|Ukraine|Uruguay|Uzbekistan|Saint Vincent and the Grenadines|Venezuela|Virgin Islands|Viet Nam|Vanuatu|Wallis and Futuna|Samoa|Yemen|South Africa|Zambia|Zimbabwe|Somaliland|Kosovo|Ashmore|Cartier|Siachen Glacier|North Korea|\bABW\b|\bAFG\b|\bAGO\b|\bAIA\b|\bALB\b|\bARG\b|\bARM\b|\bASM\b|\bATF\b|\bATG\b|\bAZE\b|\bBDI\b|\bBEN\b|\bBFA\b|\bBGD\b|\bBHR\b|\bBHS\b|\bBIH\b|\bBLR\b|\bBLZ\b|\bBOL\b|\bBRA\b|\bBRB\b|\bBRN\b|\bBTN\b|\bBWA\b|\bCAF\b|\bCHL\b|\bCHN\b|\bCIV\b|\bCMR\b|\bCOD\b|\bCOG\b|\bCOK\b|\bCOL\b|\bCOM\b|\bCPV\b|\bCRI\b|\bCUB\b|\bCUW\b|\bCYM\b|\bCYP\b|\bCYP\b|\bDJI\b|\bDMA\b|\bDOM\b|\bDZA\b|\bECU\b|\bEGY\b|\bERI\b|\bESH\b|\bETH\b|\bFJI\b|\bFSM\b|\bGAB\b|\bGEO\b|\bGHA\b|\bGIN\b|\bGMB\b|\bGNB\b|\bGNQ\b|\bGRD\b|\bGTM\b|\bGUM\b|\bGUY\b|\bHMD\b|\bHND\b|\bHTI\b|\bIDN\b|\bIND\b|\bIRN\b|\bIRQ\b|\bJAM\b|\bJOR\b|\bKAZ\b|\bKEN\b|\bKGZ\b|\bKHM\b|\bKIR\b|\bKNA\b|\bKOR\b|\bKWT\b|\bLAO\b|\bLBN\b|\bLBR\b|\bLBY\b|\bLCA\b|\bLKA\b|\bLSO\b|\bMAF\b|\bMDA\b|\bMDG\b|\bMDV\b|\bMEX\b|\bMHL\b|\bMKD\b|\bMLI\b|\bMMR\b|\bMNE\b|\bMNG\b|\bMNP\b|\bMOZ\b|\bMRT\b|\bMSR\b|\bMUS\b|\bMWI\b|\bMYS\b|\bNAM\b|\bNCL\b|\bNER\b|\bNFK\b|\bNGA\b|\bNIC\b|\bNIU\b|\bNPL\b|\bNRU\b|\bOMN\b|\bPAK\b|\bPAN\b|\bPCN\b|\bPHL\b|\bPLW\b|\bPNG\b|\bPRK\b|\bPRY\b|\bPSE\b|\bPYF\b|\bQAT\b|\bRUS\b|\bRWA\b|\bSDN\b|\bSEN\b|\bSGP\b|\bSGS\b|\bSHN\b|\bSLB\b|\bSLE\b|\bSLV\b|\bSOM\b|\bSRB\b|\bSSD\b|\bSTP\b|\bSUR\b|\bSWZ\b|\bSXM\b|\bSYC\b|\bSYR\b|\bTCA\b|\bTCD\b|\bTGO\b|\bTHA\b|\bTJK\b|\bTKM\b|\bTLS\b|\bTON\b|\bTTO\b|\bTUN\b|\bTUR\b|\bTZA\b|\bUGA\b|\bUKR\b|\bURY\b|\bUZB\b|\bVCT\b|\bVEN\b|\bVIR\b|\bVNM\b|\bVUT\b|\bWLF\b|\bWSM\b|\bYEM\b|\bZAF\b|\bZMB\b|\bZWE\b|global south|Third World|Pacific Alliance))|((?=.*(?:developing|least.?develop\S*|less.?develop\S*|underdevel\S*|\bpoor|low.?income|lower.?income|small island\S*|africa\S*|\bimpover\S*|\bpover\S*|\bemergent\S*))(?=.*(?:countr\S*|\bnation.?|\bstate.?\b))))).+,indirect
SDG17_12,^(?=.*(?:duty|duties|\bquota\b|quotum))(?=.*(?:\bfree\b))(?=.*(?:((Aruba|Afghanistan|Angola|Anguilla|Albania|United Arab Emirates|Argentina|Armenia|American Samoa|French Southern Territories|Antigua and Barbuda|Azerbaijan|Burundi|Benin|Burkina Faso|Bangladesh|Bahrain|Bahamas|Bosnia and Herzegovina|Belarus|Belize|Bolivia|Brazil|Barbados|Brunei Darussalam|Bhutan|Botswana|Central African Republic|Chile|China|C.?te d.?Ivoire|Cameroon|Congo\b|Cook Islands|Colombia|Comoros|Cabo Verde|Costa Rica|\bCuba\b|Cura̤ao|Cayman Islands|Cyprus|Cyprus|Djibouti|Dominica|Dominican Republic|Algeria|Ecuador|Egypt|Eritrea|Western Sahara|Ethiopia|Fiji|Micronesia|Gabon|Georgia|Ghana|Guinea|Gambia|Guinea.?Bissau|Equatorial Guinea|Grenada|Guatemala|Guam|Guyana|Heard Island and McDonald Islands|Honduras|Haiti|Indonesia|\bIndia\b|\bIran\b|\bIraq\b|Jamaica|Jordan|Kazakhstan|Kenya|Kyrgyzstan|Cambodia|Kiribati|Saint Kitts and Nevis|Kuwait|\bLao.?\b|Lebanon|Liberia|Libya|Saint Lucia|Sri Lanka|Lesotho|Macao|Saint Martin|Morocco|Moldova|Madagascar|Maldives|Mexico|Marshall Islands|North Macedonia|\bMali\b|Myanmar|Montenegro|Mongolia|Northern Mariana Islands|Mozambique|Mauritania|Montserrat|Mauritius|Malawi|Malaysia|Namibia|New Caledonia|Niger|Norfolk Island|Nigeria|Nicaragua|Niue|Nepal|Nauru|Oman|Pakistan|Panama|Pitcairn|Peru|Philippines|Palau|Papua New Guinea|Puerto Rico|Paraguay|Palestine|French Polynesia|Qatar|Russia|Rwanda|Sudan|Senegal|Singapore|South Georgia and the South Sandwich Islands|Saint Helena|Solomon Islands|Sierra Leone|El Salvador|Somalia|Serbia|South Sudan|Sao Tome and Principe|Suriname|Eswatini|Sint Maarten|Seychelles|Syrian|Turks and Caicos Islands|Chad|Togo|Thailand|Tajikistan|Turkmenistan|Timor.?Leste|Tonga|Trinidad and Tobago|Tunisia|Turkey|Tanzania|Uganda|Ukraine|Uruguay|Uzbekistan|Saint Vincent and the Grenadines|Venezuela|Virgin Islands|Viet Nam|Vanuatu|Wallis and Futuna|Samoa|Yemen|South Africa|Zambia|Zimbabwe|Somaliland|Kosovo|Ashmore|Cartier|Siachen Glacier|North Korea|\bABW\b|\bAFG\b|\bAGO\b|\bAIA\b|\bALB\b|\bARG\b|\bARM\b|\bASM\b|\bATF\b|\bATG\b|\bAZE\b|\bBDI\b|\bBEN\b|\bBFA\b|\bBGD\b|\bBHR\b|\bBHS\b|\bBIH\b|\bBLR\b|\bBLZ\b|\bBOL\b|\bBRA\b|\bBRB\b|\bBRN\b|\bBTN\b|\bBWA\b|\bCAF\b|\bCHL\b|\bCHN\b|\bCIV\b|\bCMR\b|\bCOD\b|\bCOG\b|\bCOK\b|\bCOL\b|\bCOM\b|\bCPV\b|\bCRI\b|\bCUB\b|\bCUW\b|\bCYM\b|\bCYP\b|\bCYP\b|\bDJI\b|\bDMA\b|\bDOM\b|\bDZA\b|\bECU\b|\bEGY\b|\bERI\b|\bESH\b|\bETH\b|\bFJI\b|\bFSM\b|\bGAB\b|\bGEO\b|\bGHA\b|\bGIN\b|\bGMB\b|\bGNB\b|\bGNQ\b|\bGRD\b|\bGTM\b|\bGUM\b|\bGUY\b|\bHMD\b|\bHND\b|\bHTI\b|\bIDN\b|\bIND\b|\bIRN\b|\bIRQ\b|\bJAM\b|\bJOR\b|\bKAZ\b|\bKEN\b|\bKGZ\b|\bKHM\b|\bKIR\b|\bKNA\b|\bKOR\b|\bKWT\b|\bLAO\b|\bLBN\b|\bLBR\b|\bLBY\b|\bLCA\b|\bLKA\b|\bLSO\b|\bMAF\b|\bMDA\b|\bMDG\b|\bMDV\b|\bMEX\b|\bMHL\b|\bMKD\b|\bMLI\b|\bMMR\b|\bMNE\b|\bMNG\b|\bMNP\b|\bMOZ\b|\bMRT\b|\bMSR\b|\bMUS\b|\bMWI\b|\bMYS\b|\bNAM\b|\bNCL\b|\bNER\b|\bNFK\b|\bNGA\b|\bNIC\b|\bNIU\b|\bNPL\b|\bNRU\b|\bOMN\b|\bPAK\b|\bPAN\b|\bPCN\b|\bPHL\b|\bPLW\b|\bPNG\b|\bPRK\b|\bPRY\b|\bPSE\b|\bPYF\b|\bQAT\b|\bRUS\b|\bRWA\b|\bSDN\b|\bSEN\b|\bSGP\b|\bSGS\b|\bSHN\b|\bSLB\b|\bSLE\b|\bSLV\b|\bSOM\b|\bSRB\b|\bSSD\b|\bSTP\b|\bSUR\b|\bSWZ\b|\bSXM\b|\bSYC\b|\bSYR\b|\bTCA\b|\bTCD\b|\bTGO\b|\bTHA\b|\bTJK\b|\bTKM\b|\bTLS\b|\bTON\b|\bTTO\b|\bTUN\b|\bTUR\b|\bTZA\b|\bUGA\b|\bUKR\b|\bURY\b|\bUZB\b|\bVCT\b|\bVEN\b|\bVIR\b|\bVNM\b|\bVUT\b|\bWLF\b|\bWSM\b|\bYEM\b|\bZAF\b|\bZMB\b|\bZWE\b|global south|Third World|Pacific Alliance))|((?=.*(?:developing|least.?develop\S*|less.?develop\S*|underdevel\S*|\bpoor|low.?income|lower.?income|small island\S*|africa\S*|\bimpover\S*|\bpover\S*|\bemergent\S*))(?=.*(?:countr\S*|\bnation.?|\bstate.?\b))))).+,indirect
SDG17_13,^(?=.*(?:macroeconomic\S*|macro.?econom\S*))(?=.*(?:stability)).+,indirect
SDG17_13,^(?=.*(?:macroeconomic\S*|macro.?econom\S*))(?=.*(?:\bpolicy|\bpolicies))(?=.*(?:coordination|coherence)).+,indirect
SDG17_14,^(?=.*(?:action.?|activit\S*|administ\S*|agreement.?|approach\S*|arrangement.?|blueprint.?|\bdeal.?|\bguide\S*|govern\S*|method.?|manag\S*|\bpolicy|\bpolicies|\bplan\b|\bplans\b|planning|proced\S*|program\S*|project.?\b|practice.?|procedure.?|propos\S*|protocol.?|\brule.?\b|\bregulat\S*|\blaw.?|\btreat\S*|\bright.?|constitution.?|initiative.?|scheme.?|strateg\S*))(?=.*(?:coheren\S*|coordinat\S*|consistent|systematic))(?=.*(?:sustainab\S*|\bSDG.?)).+,indirect
SDG17_15,^(?!.*(?:with respect to))(?=.*(?:respect))(?=.*(?:leadership|initiative|\blead\S*|direction\S*|\bpolicy|\bpolicies|framework\S*|planning))(?=.*(?:countr\S*|\bnation\S*|\bState\b|government\S*)).+,indirect
SDG17_15,^(?=.*(?:\bpolicy|\bpolicies|framework\S*|\bplan\b|\bplans\b|planning|objective\S*|priorit\S*|goal.?|target.?))(?=.*(?:country.?owned|country.?led|nation.?owned|nation.?led|\bState.?owned|\bState.?led|government.?owned|government.?led)).+,indirect
SDG17_16,"^(?=.*(?:Sustainable|\bSDG.?|goal.?)).+(((?:\bmulti.?)\s(?:\w+\s){0,3}(?=(?:stakeholder\S*|partner\S*|cooperat\S*|collaborat\S*)))|((?:stakeholder\S*|partner\S*|cooperat\S*|collaborat\S*)\s(?:\w+\s){0,3}(?=(?:\bmulti.?))))",indirect
SDG17_16,^(?=.*(?:\bshare.?\b|\bsharing|mobiliz\S*|assembl\S*|marshal\S*))(?=.*(?:\bknowledge|expertise|\btech\S*|automation|financial resource\S*))(?=.*(?:Sustainable|\bSDG.?|goal.?\b)).+,indirect
SDG17_16,^(?=.*(?:Global Partnership|joint effort\S*))(?=.*(?:sustainable|\bSDG.?|goal.?\b)).+,indirect
SDG17_17,^(?=.*(?:partnership\S*))(?=.*(?:\bpublic|private|civil societ\S*|government\S*)).+,indirect
